Altitude_ft,Airspeed_knots,Ejection_Type,Pilot_Posture,Time_of_Day,Weather,Terrain,System_Malfunction,Aircraft_Altitude,G_Force,Ejection_Success,Injury_Level
9320.18,305.24,Zero-Zero,Optimal,Day,Rain,Mountain,1,Stable,11.6,1,severe
8127.29,362.56,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,16.49,1,None
9186.19,329.1,Conventional,Optimal,Day,Clear,Water,0,Stable,8.89,1,Minor
5793.55,410.47,Zero-Zero,Slouched,Night,Rain,Water,0,Stable,11.93,1,severe
11403.27,914.03,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
27072.68,307.72,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,16.15,1,None
20425.89,353.15,Zero-Zero,Optimal,Day,Clear,Mountain,1,Stable,20.0,1,None
20175.76,756.76,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,10.07,1,severe
6168.15,731.58,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,12.2,1,severe
15341.06,741.68,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,20.0,1,None
50000.0,550.17,Conventional,Optimal,Day,Clear,Land,1,Stable,8.81,0,Minor
13639.62,243.49,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.44,1,severe
28310.42,533.79,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,10.99,1,severe
50000.0,1081.76,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
18088.75,338.04,Conventional,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
8630.29,487.04,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.11,1,severe
5797.0,863.58,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,13.89,1,severe
11639.75,570.62,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
7107.33,479.98,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,6.09,1,Minor
35015.46,302.02,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,15.64,1,None
5511.41,513.56,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,9.23,1,severe
8793.21,542.98,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.57,1,Minor
31092.58,863.17,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,18.37,1,None
9055.31,795.58,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,11.7,1,severe
33711.12,413.48,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,10.54,1,severe
8488.5,804.23,Zero-Zero,Optimal,Day,Clear,Mountain,1,Stable,16.38,1,None
14648.74,865.65,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,16.1,1,None
13602.16,686.65,Conventional,Optimal,Night,Rain,Land,0,Stable,7.93,1,Minor
17319.16,773.81,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
9319.97,299.57,Conventional,Optimal,Day,Clear,Water,0,Stable,7.68,1,Minor
9327.78,542.45,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,20.0,1,None
17656.0,407.58,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,7.29,1,Minor
9377.98,538.59,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,5.71,1,Minor
21100.43,720.78,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
5290.75,349.84,Zero-Zero,Optimal,Night,Rain,Water,1,Stable,10.3,1,severe
11712.23,414.87,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,17.36,1,None
23431.94,458.62,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,6.34,1,Minor
8841.15,712.05,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,20.0,1,None
21710.19,647.01,Zero-Zero,Slouched,Night,Rain,Water,0,Stable,6.53,1,Minor
14481.93,738.89,Conventional,Slouched,Day,Clear,Land,0,Stable,12.22,0,severe
25091.53,411.03,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,8.56,1,Minor
12950.83,347.15,Zero-Zero,Optimal,Day,Rain,Water,1,Stable,8.38,1,Minor
19507.95,733.57,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,11.78,1,severe
9345.42,438.47,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,16.95,1,None
6115.77,423.61,Conventional,Optimal,Night,Clear,Land,0,Stable,10.77,1,severe
13320.97,672.53,Conventional,Optimal,Night,Rain,Water,0,Stable,8.27,1,Minor
8445.49,843.51,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,8.44,1,Minor
8744.82,563.72,Zero-Zero,Optimal,Night,Storm,Land,1,Stable,7.08,1,Minor
18864.23,466.13,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,7.79,1,Minor
12942.8,487.09,Conventional,Slouched,Day,Rain,Land,0,Stable,9.12,1,severe
6053.8,916.52,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.41,1,severe
16850.04,524.83,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,10.03,1,severe
6675.93,377.0,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,7.65,1,Minor
17919.53,698.0,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,17.18,1,None
16966.05,112.75,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.01,1,Minor
27001.66,806.48,Zero-Zero,Optimal,Night,Rain,Mountain,0,Stable,16.03,1,None
33742.37,788.95,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,11.64,1,severe
9562.79,316.71,Conventional,Slouched,Night,Clear,Land,0,Stable,15.91,1,None
26396.14,249.88,Zero-Zero,Slouched,Night,Rain,Land,1,Stable,10.28,1,severe
14739.27,581.67,Conventional,Optimal,Day,Clear,Land,0,Stable,14.45,1,severe
18347.55,376.96,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
13944.09,837.99,Conventional,Optimal,Night,Rain,Land,0,Stable,5.35,1,Minor
7821.32,976.84,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,10.01,1,severe
6665.14,226.41,Conventional,Optimal,Night,Clear,Water,0,Stable,17.38,1,None
6362.93,915.69,Conventional,Optimal,Day,Clear,Land,1,Stable,13.66,0,severe
16368.85,964.3,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,5.89,1,Minor
11612.38,984.44,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,11.21,1,severe
8705.26,498.23,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,13.59,1,severe
37194.5,691.26,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,9.33,1,severe
15805.78,372.71,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.75,1,severe
26175.85,499.87,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.7,1,Minor
7122.64,512.03,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,6.26,1,Minor
7461.02,418.64,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,13.58,1,severe
17915.77,498.74,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
5167.57,365.65,Zero-Zero,Optimal,Day,Rain,Mountain,0,Stable,20.0,1,None
31277.11,165.09,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,14.22,1,severe
6526.36,528.53,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.21,1,severe
5089.36,165.28,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,15.6,1,None
7823.61,282.43,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
33403.97,517.32,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.89,1,Minor
42682.13,346.54,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,12.79,1,severe
18461.6,634.75,Conventional,Optimal,Night,Storm,Land,0,Stable,20.0,1,None
6818.73,524.32,Conventional,Optimal,Day,Clear,Mountain,0,Stable,17.23,1,None
10708.18,592.08,Zero-Zero,Optimal,Day,Storm,Mountain,0,Stable,20.0,1,None
10411.28,797.85,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,9.39,1,severe
29290.2,376.2,Conventional,Optimal,Day,Clear,Water,0,Stable,15.12,1,None
17734.6,430.36,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.96,1,None
8718.84,284.42,Zero-Zero,Optimal,Day,Rain,Water,1,Stable,6.77,1,Minor
8211.49,652.51,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.78,1,None
7391.97,484.89,Conventional,Optimal,Day,Rain,Mountain,0,Stable,6.17,1,Minor
10775.56,446.49,Conventional,Optimal,Day,Clear,Mountain,0,Stable,10.33,1,severe
11342.65,635.55,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.85,1,severe
5535.3,421.43,Conventional,Slouched,Night,Storm,Land,0,Stable,11.08,1,severe
6677.01,464.23,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,14.29,1,severe
26746.96,476.64,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,8.15,1,Minor
18391.76,437.11,Conventional,Optimal,Day,Clear,Land,0,Stable,11.73,1,severe
9930.7,340.66,Conventional,Optimal,Night,Storm,Water,0,Stable,9.21,1,severe
7136.73,837.84,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,5.83,1,Minor
24806.47,625.47,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,6.7,1,Minor
28277.98,263.85,Zero-Zero,Optimal,Day,Rain,Mountain,0,Stable,20.0,1,None
14300.42,397.52,Conventional,Optimal,Night,Clear,Land,0,Stable,17.87,1,None
24574.44,517.23,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,14.27,1,severe
27903.0,307.05,Conventional,Optimal,Day,Rain,Land,0,Stable,7.03,1,Minor
20853.97,500.68,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,7.25,1,Minor
31517.04,290.2,Conventional,Slouched,Day,Rain,Water,0,Stable,16.63,1,None
5287.91,100.0,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.33,1,Minor
6849.99,770.16,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,9.72,1,severe
5865.02,687.05,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.7,1,Minor
15746.22,652.9,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,12.73,1,severe
22606.01,323.98,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,15.84,1,None
8608.99,474.81,Conventional,Slouched,Night,Rain,Land,0,Stable,12.77,1,severe
12628.49,252.53,Conventional,Optimal,Day,Storm,Land,0,Stable,7.8,1,Minor
15597.3,850.86,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,9.59,1,severe
14277.15,691.26,Conventional,Optimal,Day,Rain,Land,0,Stable,12.58,1,severe
22744.14,453.41,Conventional,Slouched,Day,Rain,Water,0,Stable,9.5,1,severe
10645.07,539.26,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,10.33,1,severe
9657.65,761.87,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,19.31,1,None
20884.83,613.01,Conventional,Optimal,Day,Clear,Mountain,1,Stable,13.85,0,severe
9709.61,415.34,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,9.19,1,severe
21563.25,402.36,Conventional,Optimal,Day,Clear,Water,0,Stable,7.09,1,Minor
7848.3,562.9,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
19728.05,426.6,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,6.96,1,Minor
7859.25,409.99,Conventional,Optimal,Day,Storm,Land,0,Stable,20.0,1,None
9912.54,194.4,Zero-Zero,Slouched,Night,Storm,Mountain,0,Stable,20.0,1,None
31643.65,536.35,Conventional,Optimal,Day,Clear,Land,0,Stable,7.9,1,Minor
8241.91,933.28,Zero-Zero,Optimal,Night,Clear,Water,1,Stable,13.05,1,severe
5832.08,429.44,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,15.4,1,None
6227.38,783.84,Zero-Zero,Slouched,Day,Clear,Mountain,0,Stable,14.12,1,severe
11331.55,634.98,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,12.58,1,severe
11067.67,617.8,Conventional,Optimal,Night,Rain,Mountain,0,Stable,9.12,1,severe
22716.51,292.05,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.21,1,Minor
13751.78,447.33,Zero-Zero,Optimal,Night,Clear,Water,1,Stable,20.0,1,None
49721.12,937.62,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,15.62,1,None
23339.44,268.45,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.13,1,severe
8714.82,939.07,Conventional,Optimal,Day,Clear,Land,0,Stable,9.81,1,severe
21227.16,365.73,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,17.51,1,None
38529.3,657.05,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,20.0,1,None
11417.94,546.68,Conventional,Slouched,Day,Rain,Land,0,Stable,10.8,1,severe
9000.02,379.58,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.56,1,severe
13444.24,486.23,Conventional,Slouched,Day,Clear,Land,0,Stable,16.23,1,None
7175.63,518.97,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,7.29,1,Minor
16491.94,350.35,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
28860.67,848.43,Conventional,Optimal,Night,Clear,Land,0,Stable,12.84,1,severe
5590.08,570.87,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,5.83,1,Minor
32360.41,201.3,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,17.57,1,None
9086.9,411.05,Conventional,Optimal,Night,Clear,Mountain,0,Stable,11.85,1,severe
15734.32,450.89,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,18.78,1,None
17445.3,330.39,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,11.02,1,severe
9109.24,474.65,Conventional,Optimal,Night,Clear,Land,0,Stable,14.42,1,severe
10286.88,313.09,Conventional,Slouched,Day,Clear,Water,1,Stable,9.98,0,severe
15680.11,819.55,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,10.45,1,severe
16178.67,744.45,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,19.6,1,None
5455.04,601.88,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.46,1,severe
11341.63,374.68,Conventional,Optimal,Day,Rain,Land,0,Stable,18.36,1,None
5603.74,368.72,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
7262.67,437.57,Conventional,Optimal,Night,Clear,Land,0,Stable,15.94,1,None
11063.05,779.75,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,19.73,1,None
7035.09,845.15,Conventional,Optimal,Day,Clear,Mountain,0,Stable,20.0,1,None
7227.36,518.16,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,20.0,1,None
5335.1,260.28,Conventional,Optimal,Day,Clear,Land,0,Stable,7.38,1,Minor
5190.41,478.44,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.91,1,severe
12958.71,720.57,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
12926.29,565.39,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.93,1,Minor
18863.03,709.51,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,10.15,1,severe
8537.76,406.35,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
17742.63,339.65,Zero-Zero,Optimal,Night,Rain,Water,1,Stable,20.0,1,None
12761.08,235.51,Conventional,Slouched,Night,Rain,Water,0,Stable,10.73,1,severe
19340.6,653.91,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,11.47,1,severe
7156.1,326.67,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
18777.73,669.93,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,17.69,1,None
26147.22,687.45,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,20.0,1,None
13889.29,650.64,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,10.16,1,severe
6140.06,554.07,Conventional,Optimal,Day,Clear,Water,0,Stable,15.89,1,None
6171.77,267.7,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,17.16,1,None
11507.89,419.6,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,10.05,1,severe
5341.77,443.15,Zero-Zero,Slouched,Night,Rain,Water,0,Stable,8.33,1,Minor
22809.61,760.25,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,8.97,1,Minor
7837.42,671.96,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,20.0,1,None
5893.91,480.39,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,10.3,1,severe
19182.8,441.64,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,7.3,1,Minor
17970.95,389.25,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
18248.29,816.96,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,7.27,1,Minor
18481.33,933.16,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.19,1,None
22409.81,313.62,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,17.34,1,None
30271.43,500.7,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
13806.61,623.48,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,13.1,1,severe
6823.56,763.81,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,15.14,1,None
13369.62,476.68,Conventional,Optimal,Night,Rain,Land,0,Stable,19.8,1,None
11731.89,730.35,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.13,1,severe
9849.1,495.18,Conventional,Optimal,Night,Clear,Land,0,Stable,7.45,1,Minor
7946.8,626.39,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,20.0,1,None
19715.24,402.0,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,18.62,1,None
16263.79,436.48,Conventional,Optimal,Night,Rain,Water,1,Stable,10.98,1,severe
14850.5,318.03,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,8.54,1,Minor
10835.26,853.28,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,14.65,1,severe
10168.2,505.41,Zero-Zero,Optimal,Day,Storm,Mountain,0,Stable,8.12,1,Minor
24915.32,424.22,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,7.95,1,Minor
25187.53,363.89,Conventional,Optimal,Day,Clear,Land,0,Stable,16.01,1,None
39195.6,533.98,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,20.0,1,None
10005.72,836.62,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,8.24,1,Minor
26404.97,376.27,Zero-Zero,Slouched,Night,Clear,Mountain,0,Stable,7.0,1,Minor
9180.0,762.04,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,15.87,1,None
26471.17,322.49,Conventional,Optimal,Day,Clear,Land,0,Stable,19.58,1,None
14850.38,788.11,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,10.16,1,severe
19296.5,548.76,Conventional,Optimal,Night,Clear,Land,0,Stable,6.43,1,Minor
7025.89,376.46,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,8.4,1,Minor
9478.77,736.11,Zero-Zero,Slouched,Day,Storm,Water,0,Stable,6.83,1,Minor
5784.82,566.64,Conventional,Slouched,Day,Clear,Land,0,Stable,11.14,1,severe
16049.84,459.66,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
21874.23,780.61,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,12.45,1,severe
22125.01,606.83,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,15.88,1,None
8939.23,563.77,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,12.18,1,severe
22998.37,974.66,Zero-Zero,Slouched,Night,Storm,Water,1,Stable,20.0,0,Fatal
9012.1,260.51,Conventional,Optimal,Day,Clear,Land,0,Stable,10.89,1,severe
44570.59,255.61,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,7.11,1,Minor
50000.0,507.69,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,20.0,1,None
10092.05,502.07,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,18.9,1,None
13884.34,511.72,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,18.53,1,None
10343.07,756.23,Conventional,Optimal,Day,Clear,Water,0,Stable,9.82,1,severe
13679.79,463.71,Conventional,Optimal,Day,Clear,Land,0,Stable,15.87,1,None
18472.8,526.75,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
24453.43,1009.3,Conventional,Optimal,Day,Rain,Land,0,Stable,15.76,1,None
5449.05,411.52,Zero-Zero,Slouched,Night,Rain,Mountain,0,Stable,16.38,1,None
23422.28,463.43,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.4,1,severe
28678.3,472.94,Conventional,Optimal,Night,Rain,Mountain,1,Stable,9.75,0,severe
5291.55,619.22,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,10.79,1,severe
13001.0,443.9,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,15.9,1,None
41086.61,430.63,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,15.36,1,None
15752.07,479.45,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,18.61,1,None
12945.48,404.85,Conventional,Optimal,Night,Clear,Mountain,0,Stable,11.7,1,severe
8849.56,314.1,Zero-Zero,Optimal,Day,Rain,Water,1,Stable,8.92,1,Minor
7174.35,806.46,Conventional,Optimal,Night,Clear,Mountain,0,Stable,20.0,1,None
5922.42,1005.53,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,9.64,1,severe
6790.17,772.07,Conventional,Optimal,Night,Clear,Land,0,Stable,9.42,1,severe
18725.09,403.72,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,13.17,1,severe
9945.3,484.45,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.67,1,None
30945.45,597.69,Conventional,Slouched,Day,Clear,Land,0,Stable,15.73,0,Fatal
15882.35,662.08,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.9,1,severe
9082.05,408.35,Conventional,Optimal,Day,Clear,Land,0,Stable,15.01,1,None
18892.54,360.97,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,13.14,1,severe
28419.7,641.38,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,7.11,1,Minor
14166.3,514.91,Conventional,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
7435.08,469.33,Conventional,Optimal,Night,Clear,Land,0,Stable,9.61,1,severe
6678.15,242.41,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.56,1,Minor
6314.18,484.0,Conventional,Slouched,Night,Clear,Mountain,0,Stable,16.03,1,None
10530.13,936.47,Conventional,Optimal,Day,Rain,Land,0,Stable,20.0,1,None
12157.25,809.49,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,18.06,1,None
36701.39,304.01,Conventional,Optimal,Day,Clear,Water,0,Stable,11.01,1,severe
28641.47,305.72,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,13.47,1,severe
10724.53,802.49,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,8.41,1,Minor
22472.84,718.63,Conventional,Optimal,Night,Clear,Water,0,Stable,19.08,1,None
8999.85,782.73,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
33336.71,266.91,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
10498.81,1110.97,Conventional,Optimal,Night,Clear,Land,0,Stable,9.07,1,severe
14987.73,777.59,Zero-Zero,Optimal,Day,Clear,Mountain,1,Stable,6.67,1,Minor
48641.29,332.02,Zero-Zero,Optimal,Night,Rain,Land,1,Stable,15.72,1,None
23264.86,590.0,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
5274.38,751.29,Conventional,Optimal,Day,Clear,Land,0,Stable,16.17,1,None
13822.51,440.9,Conventional,Optimal,Day,Clear,Land,0,Stable,13.84,1,severe
5357.76,728.63,Conventional,Optimal,Day,Clear,Land,0,Stable,17.92,1,None
8327.2,683.89,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
15464.59,770.48,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,20.0,1,None
6021.16,440.22,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,11.98,1,severe
5941.55,661.83,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,18.2,1,None
8255.41,454.68,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,17.15,1,None
5913.49,467.57,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.19,1,Minor
11262.39,621.34,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.01,1,severe
20512.67,715.82,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,5.99,1,Minor
14759.38,926.84,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
31207.09,433.81,Conventional,Optimal,Night,Rain,Land,0,Stable,6.85,1,Minor
50000.0,678.38,Conventional,Optimal,Night,Clear,Land,0,Stable,8.77,1,Minor
7604.99,778.25,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.95,1,Minor
12829.81,732.63,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,18.31,1,None
8362.03,283.16,Conventional,Slouched,Day,Clear,Land,0,Stable,8.98,1,Minor
14893.47,621.49,Zero-Zero,Slouched,Day,Storm,Land,0,Stable,15.79,1,None
5530.29,278.15,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,13.66,1,severe
11004.42,655.05,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,5.38,1,Minor
11123.08,498.35,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,13.85,1,severe
15839.57,425.54,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,20.0,1,None
6139.2,463.71,Conventional,Optimal,Day,Clear,Water,0,Stable,17.04,1,None
15926.3,412.23,Zero-Zero,Slouched,Night,Storm,Land,0,Stable,13.96,1,severe
19299.27,498.78,Conventional,Optimal,Night,Clear,Land,0,Stable,10.34,1,severe
10435.31,333.24,Zero-Zero,Optimal,Day,Rain,Land,1,Stable,10.08,1,severe
8232.55,900.05,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,10.12,1,severe
28513.14,359.66,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
11925.75,358.43,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,16.79,1,None
35739.78,442.78,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.67,1,severe
8809.71,561.68,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,14.06,1,severe
30536.76,1001.98,Conventional,Optimal,Day,Clear,Land,0,Stable,16.9,0,Fatal
5031.58,614.09,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.83,1,None
6117.34,679.93,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,19.91,1,None
20530.0,399.97,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,11.15,1,severe
18884.76,392.07,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.18,1,severe
17762.05,240.17,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,8.86,1,Minor
14735.53,519.67,Conventional,Optimal,Day,Clear,Water,0,Stable,9.46,1,severe
18292.25,679.81,Conventional,Optimal,Day,Clear,Water,0,Stable,9.16,1,severe
12397.55,418.16,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
29526.57,485.45,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,19.01,1,None
11464.26,308.46,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,8.34,1,Minor
9100.77,532.8,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
44137.05,342.86,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,9.85,1,severe
